,Address,Name,PriceLevel,Rating,Reviews,lat,lng,placeId
197,,Phoenix Inn Chinese Cuisine,1.0,4.2,349,34.060258,-118.238683,ChIJYzT551rGwoARVG7HSTYD8qw
198,,Gigo's Cafe & Deli,1.0,4.5,172,34.0637968,-118.2377568,ChIJ51OT0VvGwoAR5_SbV23NCmM
199,,Blossom Vietnamese Restaurant,1.0,4.4,117,34.0656618,-118.2373737,ChIJZ7wwc1nGwoARhzxno9gzZxM
200,"710 Kearny St, San Francisco",Joy Hing B.B.Q. Noodle,1.0,3.9,70,37.7947197,-122.4046932,ChIJcVyeTPOAhYARzDCXiNDhi9k
201,"727 N Broadway #111, Los Angeles",Qin West Noodle,1.0,4.2,109,34.06126,-118.239478,ChIJ0Y5O9VrGwoARtkFunbFIB7c
202,"809 N Hill St, Los Angeles",Tian's Dim Sum Restaurant,1.0,4.0,109,34.0631635,-118.2397044,ChIJ2xy2F1rGwoART0C53wy7tVw
203,"727 N Broadway, Los Angeles",Thien Huong Restaurant,,4.6,38,34.0612264,-118.2390596,ChIJiaec91rGwoARF9DFLLT42_k
204,"803 N Broadway, Los Angeles",Hong Kong BBQ,,4.3,8,34.0625852,-118.2384533,ChIJC1JbSVrGwoARiyN3mpDkyd0
205,"750 N Hill St, Los Angeles",Ocean Seafood Restaurant,2.0,4.1,719,34.061721,-118.2396285,ChIJv0HIXVrGwoARg6Qc8_v6Z0o
206,"942 N Broadway #102, Los Angeles",Pho Broadway,1.0,4.5,159,34.06515,-118.2366866,ChIJSZv8XVnGwoARgKGaOeUnris
207,"727 N Broadway #203, Los Angeles",Ramen Champ,1.0,4.4,147,34.0614826,-118.2400199,ChIJCbl9X1rGwoARQC9GGw0Uoys
208,"943 N Broadway #102, Los Angeles",Burgerlords,1.0,4.4,496,34.0652125,-118.237118,ChIJY7oHb1nGwoAR1rL7zT8TEr4
209,"642 N Broadway #5, Los Angeles",Noodles Time Restaurant,1.0,4.1,27,34.0597635,-118.2390255,ChIJ1YM4r1vGwoARHNRGIlvPP28
210,"706 N Broadway, Los Angeles",Lucky Deli,,4.1,83,34.0605239,-118.2390612,ChIJU2Q77FrGwoARM18IdculAAc
211,"845 N Broadway, Los Angeles",Hop Woo BBQ & Seafood Restaurant,2.0,3.8,517,34.063645,-118.237916,ChIJQ0vnzVvGwoARmNDhf4YgIcU
212,"943 Sun Mun Way, Los Angeles",Grand Star Restaurant,,3.0,3,34.0650465,-118.2375642,ChIJsUqWcFnGwoAROLSL5c8PoT0
213,"861 N Broadway, Los Angeles",Pacific Restaurant,,5.0,2,34.063978,-118.237667,ChIJ1VhW0VvGwoARpzPIBHLf5jg
214,"211 Alpine St #8, Los Angeles",Salathai Restaurant,2.0,4.0,86,34.0621458,-118.2375254,ChIJB55zr1vGwoARR4_lfZta_Es
215,"950 Mei Ling Way, Los Angeles",Hop Louie,1.0,4.4,40,34.0653434,-118.2376848,ChIJDcOVdFnGwoARMi9xEnf47CI
216,"818 N Spring St, Los Angeles",Pho Hoa Vietnamese Restaurant,1.0,4.4,216,34.062466,-118.236405,ChIJWwzfmFvGwoAR92ZBag71mOk
217,"750 N Hill St F, Los Angeles",East Garden Restaurant,,4.4,63,34.0617536,-118.2395867,ChIJT1d9Z1rGwoAR-F0MntLRrlM
218,"934 N Hill St, Los Angeles",New Dragon Sea Food Restaurant,2.0,4.2,135,34.0651845,-118.2381778,ChIJXalnnlnGwoARLkBqBXTJGE4
219,"803 N Broadway, Los Angeles",HONG KONG BBQ RESTAURANT,1.0,4.2,358,34.0625561,-118.2383916,ChIJOezzS1rGwoARDRirQsLqWuM
220,"727 N Broadway #128, Los Angeles",Howlin' Ray's,2.0,4.7,1948,34.0615147,-118.2397157,ChIJsTjh9VrGwoAR0AENjgs5swY
221,"727 N Broadway # 103, Los Angeles",Kim Chuy Restaurant,1.0,4.1,129,34.0611757,-118.239062,ChIJY-yh8VrGwoARZaakJwHYcR4
222,"130 Bruno St, Los Angeles",Homegirl Café,1.0,4.7,304,34.0624699,-118.2358196,ChIJhRTpglvGwoAROZxegEfNCE4
223,"727 N Broadway #215, Los Angeles",Fortune Gourmet Kitchen,1.0,4.2,112,34.0615128,-118.2399156,ChIJB2DfX1rGwoARHvFp-iluXnk
224,"424 W College St, Los Angeles",Golden Lake Eatery,1.0,4.2,44,34.0642479,-118.2384797,ChIJX1Ewh1nGwoAR3DqriEU0NEM
225,"727 N Broadway #130, Los Angeles",Baohaus,1.0,4.3,97,34.0615665,-118.2399664,ChIJ8RMZYFrGwoARw0EWRLGP9gs
226,"700 N Spring St, Los Angeles",CBS Seafood,1.0,3.9,568,34.0599202,-118.2375823,ChIJkylc0E7GwoAR4GeH5PyX9yk
227,"800 Yale St, Los Angeles",Zen Mei Bistro,1.0,4.4,91,34.0632524,-118.2406144,ChIJSSaFA1rGwoAR2snYdZhKvxY
228,"107 Ord St, Los Angeles",Regent China Inn,1.0,3.7,236,34.059404,-118.23709,ChIJKYYjM1vGwoARLEToMbEDUJY
229,"205 Ord St, Los Angeles",ABC Seafood Restaurant,1.0,4.1,384,34.0601636,-118.2384532,ChIJFfyO2FrGwoARWNIuGZRBXbs
230,"526 Alpine St, Los Angeles",Hop Li Seafood Restaurant,2.0,4.3,486,34.0629554,-118.2405413,ChIJH8IvD1rGwoAROKIvYQixrcM
231,"420 Ord St #101, Los Angeles",Keung Kee B.B.Q. Restaurant,1.0,3.7,23,34.0604457,-118.2401021,ChIJlbKcj1rGwoARR4n_Phe18AY
232,"640 N Spring St, Los Angeles",Spring Street Smokehouse BBQ,2.0,4.3,618,34.0584553,-118.2384473,ChIJUcZGL0XGwoARMnl59IJIGKA
233,"420 Ord St, Los Angeles",Sunlake BBQ Dimsum,,0.0,0,34.0604519,-118.2401215,ChIJP_87kFrGwoAReTwRXnTc-_k
234,"721 N Broadway, Los Angeles",Lien Hoa Deli,,4.4,10,34.0609536,-118.2391601,ChIJRU368VrGwoARZYZ_hjJviDo
235,"633 N Spring St, Los Angeles",Intiraymi Restaurant,1.0,4.5,263,34.0583824,-118.2389206,ChIJc_CYL0XGwoAR3AkMXtZb7gw
236,"420 Ord St, Los Angeles",Ho Ho Fu BBQ,,0.0,0,34.0604508,-118.2401219,ChIJeUBekFrGwoARpWR9Qa-aHhQ
237,"859 N Broadway, Los Angeles",Trieu-Vinh Restaurant,,3.2,13,34.0639006,-118.2377148,ChIJLfvc01vGwoARu-FeL35wIWM
238,"1100 N Main St E, Los Angeles",E - Sea Fresh Restaurant,,4.5,13,34.0633179,-118.2331222,ChIJcXd-_1zGwoARxfL_q3kLGN4
239,"1300 N Spring St, Los Angeles",Nick's Cafe,1.0,4.5,739,34.066035,-118.233146,ChIJDWj_ml7GwoARovw-oXJNxXw
240,"637 N Spring St, Los Angeles",Bang Na,,4.4,108,34.058546,-118.238823,ChIJgZrvMUXGwoAR6JFbEKvHg9c
241,"679 N Spring St, Los Angeles",Mayflower Seafood Restaurant,2.0,4.1,427,34.059598,-118.2382407,ChIJj0011lrGwoARnmNImPPFt_I
242,"711 N Main St #105, Los Angeles",Placita Cafe,1.0,4.5,86,34.0585405,-118.2378156,ChIJ2YN22kTGwoARiNBbA5RUsSc
243,,Izakaya & Bar Fu-ga,2.0,4.6,250,34.0500837,-118.2413481,ChIJU5InekjGwoAR6PcC32xhOdk
244,,Eastside Market Italian Deli,1.0,4.7,854,34.0651633,-118.2466178,ChIJZZcDeVbGwoARqSHEVHWfTJ0
245,,Los Compadres Restaurant,,4.5,97,34.0584965,-118.239125,ChIJc_CYL0XGwoARv_-avazbDQg
246,"W-17 Olvera St, Los Angeles",Casa La Golondrina Mexican Cafe,2.0,3.9,493,34.057718,-118.2379069,ChIJg2wm50TGwoAReYakApg0WQo
247,"711 N Main St, Los Angeles",Subway,1.0,3.6,18,34.0588114,-118.2376653,ChIJ9dBp1kTGwoAR8OiUeTmPLys
248,"700 East Cesar E Chavez Avenue, Los Angeles",Burger King,1.0,3.4,744,34.0605757,-118.2443127,ChIJOVI7BVHGwoARO7mOwoFVFdc
249,"328 E 1st St, Los Angeles",Tamon Sushi,2.0,4.4,41,34.0496734,-118.2402369,ChIJN4KVwkfGwoARiQrEIwQLKeQ
250,"702 N Figueroa St, Los Angeles",Mexicali Taco & Co.,1.0,4.4,452,34.0635298,-118.2455607,ChIJG33qlVbGwoARofX6oBQ2WyE
251,,San Antonio Winery,1.0,4.7,828,34.0637293,-118.223954,ChIJj2tUC2bGwoARwqdCDE37YD0
252,,Kapoor's Akbar Indian Restaurant,,4.2,103,34.0610323,-118.2441191,ChIJ23NMHFHGwoARrCP3VIpBPHA
253,,El Rancho Grande,2.0,4.5,100,34.057745,-118.237961,ChIJpzyc3UTGwoARDnXB7u5PP0A
254,,New Kamara Restaurant,1.0,4.3,44,34.0611056,-118.2409167,ChIJX_Shh1rGwoAReCbv5nwnRxk
255,,Daikokuya,2.0,4.5,2075,34.0499932,-118.2401073,ChIJZ_1uw0fGwoARfKCD7TFSP8U
256,,Cielito Lindo,1.0,4.5,1323,34.0580033,-118.2373849,ChIJ97N_50TGwoARAMKHgO5qa6E
257,,Sushi Enya,2.0,4.6,367,34.0497033,-118.2396506,ChIJ4R-G6kfGwoARzfWE6v12mV4
258,,Suehiro Cafe,1.0,4.5,644,34.0498455,-118.2398458,ChIJbwsrwkfGwoARPASftQzUdm4
259,"888 Stockton St, San Francisco",Cafe New Honolulu,1.0,3.6,77,37.7939513,-122.4076392,ChIJtUWhpIyAhYARwL-_gjkFAEs
